,label,text,source,chars,words,avg_wlen,puncs,uppers,titles,clean_text,clean_words,chars_c,words_c,avg_wlen_c,puncs_c,uppers_c,titles_c
179,0,"If you like a loud buzzing to override all your conversations, then this phone is for you!",amazon,90,17,5.294117647058823,2,17,17,amazon like loud buzzing override conversations phone,7,53,7,5.294117647058823,0,7,7
180,0,Don't buy this product.,amazon,23,4,5.75,2,4,4,amazon nt buy product,4,21,4,5.75,0,4,4
181,0,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,amazon,109,21,5.190476190476191,2,21,21,amazon bluetoooth headset time still comfortable way fits ear,9,61,9,5.190476190476191,0,9,9
182,1,The sound quality is good and functionality is awesome.,amazon,55,9,6.111111111111111,1,9,9,amazon sound quality good functionality awesome,6,47,6,6.111111111111111,0,6,6
183,0,"I have this phone and it is a thorn in my side, I really abhor it.",amazon,66,16,4.125,2,16,16,amazon phone thorn side really abhor,6,36,6,4.125,0,6,6
184,0,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,amazon,108,18,6.0,1,18,18,amazon recently problems could stay connected 10 minutes disconnected,9,69,9,6.0,0,9,9
185,1,Incredible!.,amazon,12,1,12.0,2,1,1,amazon incredible,2,17,2,12.0,0,2,2
186,0,Design Flaw?.,amazon,13,2,6.5,2,2,2,amazon design flaw,3,18,3,6.5,0,3,3
187,1,Great phone!.,amazon,13,2,6.5,2,2,2,amazon great phone,3,18,3,6.5,0,3,3
188,0,Waste of 13 bucks.,amazon,18,4,4.5,1,4,4,amazon waste 13 bucks,4,21,4,4.5,0,4,4
189,0,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",amazon,125,24,5.208333333333333,4,24,24,amazon check voice mail night keypad backlight turns seconds first message lost,12,79,12,5.208333333333333,0,12,12
190,0,The replacement died in a few weeks.,amazon,36,7,5.142857142857143,1,7,7,amazon replacement died weeks,4,29,4,5.142857142857143,0,4,4
191,1,Any ring tone..Overall good phone to buy..,amazon,42,7,6.0,4,7,7,amazon ring tone overall good phone buy,7,39,7,6.0,0,7,7
192,1,Lately they have been extremely nice and helpful on the phone.,amazon,62,11,5.636363636363637,1,11,11,amazon lately extremely nice helpful phone,6,42,6,5.636363636363637,0,6,6
193,0,I have had problems wit hit dropping signal and more.,amazon,53,10,5.3,1,10,10,amazon problems wit hit dropping signal,6,39,6,5.3,0,6,6
194,0,Not impressed.,amazon,14,2,7.0,1,2,2,amazon impressed,2,16,2,7.0,0,2,2
195,1,"Light weight, I hardly notice it is there.",amazon,42,8,5.25,2,8,8,amazon light weight hardly notice,5,33,5,5.25,0,5,5
196,1,You'll love how thin it is.,amazon,27,6,4.5,2,6,6,amazon love thin,3,16,3,4.5,0,3,3
197,0,Bad Choice.,amazon,11,2,5.5,1,2,2,amazon bad choice,3,17,3,5.5,0,3,3
198,0,The pleather case doesn't fit.,amazon,30,5,6.0,2,5,5,amazon pleather case nt fit,5,27,5,6.0,0,5,5
199,0,"useless phone, simply deaf.",amazon,27,4,6.75,2,4,4,amazon useless phone simply deaf,5,32,5,6.75,0,5,5
200,1,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",amazon,93,17,5.470588235294118,2,17,17,amazon color even prettier thought would graphics incredibly sharp,9,66,9,5.470588235294118,0,9,9
201,1,All in all I think it was a good investment.,amazon,44,10,4.4,1,10,10,amazon think good investment,4,28,4,4.4,0,4,4
202,0,It makes very strange ticking noises before it ends the call.,amazon,61,11,5.545454545454546,1,11,11,amazon makes strange ticking noises ends call,7,45,7,5.545454545454546,0,7,7
203,1,The best electronics of the available FM Transmitters.,amazon,54,8,6.75,1,8,8,amazon best electronics available fm transmitters,6,49,6,6.75,0,6,6
204,0,Battery lasts only a few hours.,amazon,31,6,5.166666666666667,1,6,6,amazon battery lasts hours,4,26,4,5.166666666666667,0,4,4
205,1,"great headset, very impressed - H500.",amazon,37,6,6.166666666666667,3,6,6,amazon great headset impressed h500,5,35,5,6.166666666666667,0,5,5
206,1,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",amazon,74,14,5.285714285714286,6,14,14,amazon 1 2 mega pixel camera part phone reasonably good7,10,56,10,5.285714285714286,0,10,10
207,1,I've had this for nearly 2 years and it has worked great for me.,amazon,64,14,4.571428571428571,2,14,14,amazon nearly 2 years worked great,6,34,6,4.571428571428571,0,6,6
208,1,Good transmit audio.,amazon,20,3,6.666666666666667,1,3,3,amazon good transmit audio,4,26,4,6.666666666666667,0,4,4
209,0,We are sending it back.,amazon,23,5,4.6,1,5,5,amazon sending back,3,19,3,4.6,0,3,3
210,0,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,amazon,142,26,5.461538461538462,1,26,26,amazon bother contacting company dollar product learned lesson bought form online anyway,12,88,12,5.461538461538462,0,12,12
211,0,"If you hate earbugs, avoid this phone by all means.",amazon,51,10,5.1,2,10,10,amazon hate earbugs avoid phone means,6,37,6,5.1,0,6,6
212,1,Great price also!,amazon,17,3,5.666666666666667,1,3,3,amazon great price also,4,23,4,5.666666666666667,0,4,4
213,1,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",amazon,138,25,5.52,4,25,25,amazon range decent able roam around house phone living room receptionsound quality issues,13,90,13,5.52,0,13,13
214,1,fast service.,amazon,13,2,6.5,1,2,2,amazon fast service,3,19,3,6.5,0,3,3
215,1,I would highly recommend this.,amazon,30,5,6.0,1,5,5,amazon would highly recommend,4,29,4,6.0,0,4,4
216,1,I would recommend this.,amazon,23,4,5.75,1,4,4,amazon would recommend,3,22,3,5.75,0,3,3
217,0,"I also didn't like the ""on"" button, it felt like it would crack with use.",amazon,73,15,4.866666666666666,5,15,15,amazon also nt like button felt like would crack use,10,52,10,4.866666666666666,0,10,10
218,0,WORST PHONE EVER.,amazon,17,3,5.666666666666667,1,3,3,amazon worst phone ever,4,23,4,5.666666666666667,0,4,4
219,1,I'm still infatuated with this phone.,amazon,37,6,6.166666666666667,2,6,6,amazon still infatuated phone,4,29,4,6.166666666666667,0,4,4
220,0,Freezes frequently4.,amazon,20,2,10.0,1,2,2,amazon freezes frequently4,3,26,3,10.0,0,3,3
221,0,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,amazon,116,20,5.8,4,20,20,amazon kind embarrassing use looks mostly embarrassing childlike company,9,72,9,5.8,0,9,9
222,1,"Simple, lightweight and great fit.",amazon,34,5,6.8,2,5,5,amazon simple lightweight great fit,5,35,5,6.8,0,5,5
223,0,"All in all, I'd expected a better consumer experience from Motorola.",amazon,68,11,6.181818181818182,3,11,11,amazon expected better consumer experience motorola,6,51,6,6.181818181818182,0,6,6
224,0,There's a horrible tick sound in the background on all my calls that I have never experienced before.,amazon,101,18,5.611111111111111,2,18,18,amazon horrible tick sound background calls never experienced,8,61,8,5.611111111111111,0,8,8
225,1,These are certainly very comfortable and functionality is decent.,amazon,65,9,7.222222222222222,1,9,9,amazon certainly comfortable functionality decent,5,49,5,7.222222222222222,0,5,5
226,1,I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,amazon,90,17,5.294117647058823,4,17,17,amazon usually nt like headbands one lightweight nt mess hair,10,61,10,5.294117647058823,0,10,10
227,0,I'm a bit disappointed.,amazon,23,4,5.75,2,4,4,amazon bit disappointed,3,23,3,5.75,0,3,3
228,0,"I have had this phone for over a year now, and I will tell you, its not that great.",amazon,83,19,4.368421052631579,3,19,19,amazon phone year tell great,5,28,5,4.368421052631579,0,5,5
229,0,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,amazon,100,20,5.0,3,20,20,amazon ordered sony ericsson w810i think worked thats first used,10,64,10,5.0,0,10,10
230,0,The battery is completely useless to me.,amazon,40,7,5.714285714285714,1,7,7,amazon battery completely useless,4,33,4,5.714285714285714,0,4,4
231,0,What a big waste of time.,amazon,25,6,4.166666666666667,1,6,6,amazon big waste time,4,21,4,4.166666666666667,0,4,4
232,0,Don't waste your $$$ on this one.,amazon,33,7,4.714285714285714,5,7,7,amazon nt waste one,4,19,4,4.714285714285714,0,4,4
233,1,Great sound and service.,amazon,24,4,6.0,1,4,4,amazon great sound service,4,26,4,6.0,0,4,4
234,1,Really pleased with this product so far.,amazon,40,7,5.714285714285714,1,7,7,amazon really pleased product far,5,33,5,5.714285714285714,0,5,5
235,1,One of my favorite purchases ever.,amazon,34,6,5.666666666666667,1,6,6,amazon one favorite purchases ever,5,34,5,5.666666666666667,0,5,5
236,1,best bluetooth on the market.,amazon,29,5,5.8,1,5,5,amazon best bluetooth market,4,28,4,5.8,0,4,4
237,1,Authentic leather with nice shine and comfort .I recommend you this case !!,amazon,75,13,5.769230769230769,3,13,13,amazon authentic leather nice shine comfort recommend case,8,58,8,5.769230769230769,0,8,8
238,1,I was very excited to get this headset because I thought it was really cute.,amazon,76,15,5.066666666666666,1,15,15,amazon excited get headset thought really cute,7,46,7,5.066666666666666,0,7,7
239,0,Do not make the same mistake as me.,amazon,35,8,4.375,1,8,8,amazon make mistake,3,19,3,4.375,0,3,3
240,0,Big Disappointment with calendar sync.,amazon,38,5,7.6,1,5,5,amazon big disappointment calendar sync,5,39,5,7.6,0,5,5
241,0,the phone was unusable and was not new.,amazon,39,8,4.875,1,8,8,amazon phone unusable new,4,25,4,4.875,0,4,4
242,0,Worst Customer Service Ever.,amazon,28,4,7.0,1,4,4,amazon worst customer service ever,5,34,5,7.0,0,5,5
243,0,"No additional ear gels provided, and no instructions whatsoever.",amazon,64,9,7.111111111111111,2,9,9,amazon additional ear gels provided instructions whatsoever,7,59,7,7.111111111111111,0,7,7
244,0,It defeats the purpose of a bluetooth headset.,amazon,46,8,5.75,1,8,8,amazon defeats purpose bluetooth headset,5,40,5,5.75,0,5,5
245,1,Worth every penny.,amazon,18,3,6.0,1,3,3,amazon worth every penny,4,24,4,6.0,0,4,4
246,1,Excellent wallet type phone case.,amazon,33,5,6.6,1,5,5,amazon excellent wallet type phone case,6,39,6,6.6,0,6,6
247,1,Nice headphones for the price and they work great!,amazon,50,9,5.555555555555555,1,9,9,amazon nice headphones price work great,6,39,6,5.555555555555555,0,6,6
248,0,Internet is excrutiatingly slow.,amazon,32,4,8.0,1,4,4,amazon internet excrutiatingly slow,4,35,4,8.0,0,4,4
249,1,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",amazon,103,19,5.421052631578948,2,19,19,amazon comfortable wear well probably important aspect using case,9,65,9,5.421052631578948,0,9,9
250,1,"It's fits like a glove and is strong, secure, and durable.",amazon,58,11,5.2727272727272725,4,11,11,amazon fits like glove strong secure durable,7,44,7,5.2727272727272725,0,7,7
251,1,O my gosh the best phone I have ever had.,amazon,41,10,4.1,1,10,10,amazon gosh best phone ever,5,27,5,4.1,0,5,5
252,1,It's very attractive and appears to be of good quality.,amazon,55,10,5.5,2,10,10,amazon attractive appears good quality,5,38,5,5.5,0,5,5
253,1,I love all the features and form factor.,amazon,40,8,5.0,1,8,8,amazon love features form factor,5,32,5,5.0,0,5,5
254,0,This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,amazon,109,19,5.7368421052631575,1,19,19,amazon product strong rubberpetroleum smell unbearable caused return,8,68,8,5.7368421052631575,0,8,8
255,0,poor quality and service.,amazon,25,4,6.25,1,4,4,amazon poor quality service,4,27,4,6.25,0,4,4
256,0,"The cable looks so thin and flimsy, it is scary.",amazon,48,10,4.8,2,10,10,amazon cable looks thin flimsy scary,6,36,6,4.8,0,6,6
257,1,Great Earpiece.,amazon,15,2,7.5,1,2,2,amazon great earpiece,3,21,3,7.5,0,3,3
258,1,Excellent hands free tool.,amazon,26,4,6.5,1,4,4,amazon excellent hands free tool,5,32,5,6.5,0,5,5
259,1,Great for using with your home stereo.,amazon,38,7,5.428571428571429,1,7,7,amazon great using home stereo,5,30,5,5.428571428571429,0,5,5
260,1,Good product - incredible value.,amazon,32,5,6.4,2,5,5,amazon good product incredible value,5,36,5,6.4,0,5,5
261,1,Only had this a month but it's worked flawlessly so far.,amazon,56,11,5.090909090909091,2,11,11,amazon month worked flawlessly far,5,34,5,5.090909090909091,0,5,5
262,1,Works great.,amazon,12,2,6.0,1,2,2,amazon works great,3,18,3,6.0,0,3,3
263,0,Absolutel junk.,amazon,15,2,7.5,1,2,2,amazon absolutel junk,3,21,3,7.5,0,3,3
264,0,THAT one didn't work either.,amazon,28,5,5.6,2,5,5,amazon one nt work either,5,25,5,5.6,0,5,5
265,1,Battery life is real good.,amazon,26,5,5.2,1,5,5,amazon battery life real good,5,29,5,5.2,0,5,5
266,0,Returned 8 hours later.,amazon,23,4,5.75,1,4,4,amazon returned 8 hours later,5,29,5,5.75,0,5,5
267,1,It's a great item.,amazon,18,4,4.5,2,4,4,amazon great item,3,17,3,4.5,0,3,3
268,0,Don't waste your money!.,amazon,24,4,6.0,3,4,4,amazon nt waste money,4,21,4,6.0,0,4,4
269,1,Love this headset!,amazon,18,3,6.0,1,3,3,amazon love headset,3,19,3,6.0,0,3,3
270,0,"Not only will it drain your player, but may also potentially fry it.",amazon,68,13,5.230769230769231,2,13,13,amazon drain player may also potentially fry,7,44,7,5.230769230769231,0,7,7
271,1,Worked perfectly!,amazon,17,2,8.5,1,2,2,amazon worked perfectly,3,23,3,8.5,0,3,3
272,0,Unreliable - I'm giving up.,amazon,27,5,5.4,3,5,5,amazon unreliable giving,3,24,3,5.4,0,3,3
273,1,I gave it 5 stars because of the sound quality.,amazon,47,10,4.7,1,10,10,amazon gave 5 stars sound quality,6,33,6,4.7,0,6,6
274,0,Avoid this one if you can.,amazon,26,6,4.333333333333333,1,6,6,amazon avoid one,3,16,3,4.333333333333333,0,3,3
275,1,Reversible plug works great.,amazon,28,4,7.0,1,4,4,amazon reversible plug works great,5,34,5,7.0,0,5,5
276,0,I wasted my little money with this earpiece.,amazon,44,8,5.5,1,8,8,amazon wasted little money earpiece,5,35,5,5.5,0,5,5
277,1,Very good phone.,amazon,16,3,5.333333333333333,1,3,3,amazon good phone,3,17,3,5.333333333333333,0,3,3
278,1,"Best of all is the rotating feature, very helpful.",amazon,50,9,5.555555555555555,2,9,9,amazon best rotating feature helpful,5,36,5,5.555555555555555,0,5,5
279,1,Comfort for our whole family.,amazon,29,5,5.8,1,5,5,amazon comfort whole family,4,27,4,5.8,0,4,4
280,1,"Good product, good seller.",amazon,26,4,6.5,2,4,4,amazon good product good seller,5,31,5,6.5,0,5,5
281,1,I love this bluetooth!,amazon,22,4,5.5,1,4,4,amazon love bluetooth,3,21,3,5.5,0,3,3
282,0,"First of all, it doesn't wear well.",amazon,35,7,5.0,3,7,7,amazon first nt wear well,5,25,5,5.0,0,5,5
283,1,I am very impressed with this headset from Plantronics.,amazon,55,9,6.111111111111111,1,9,9,amazon impressed headset plantronics,4,36,4,6.111111111111111,0,4,4
284,1,I got it because it was so small and adorable.,amazon,46,10,4.6,1,10,10,amazon got small adorable,4,25,4,4.6,0,4,4
285,1,Great phone!.,amazon,13,2,6.5,2,2,2,amazon great phone,3,18,3,6.5,0,3,3
286,0,I wouldn't recommend buying this product.,amazon,41,6,6.833333333333333,2,6,6,amazon would nt recommend buying product,6,40,6,6.833333333333333,0,6,6
287,0,Piece of Junk.,amazon,14,3,4.666666666666667,1,3,3,amazon piece junk,3,17,3,4.666666666666667,0,3,3
288,0,Poorly contstruct hinge.,amazon,24,3,8.0,1,3,3,amazon poorly contstruct hinge,4,30,4,8.0,0,4,4
289,1,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",amazon,118,22,5.363636363636363,2,22,22,amazon item great installed let charged overnite working good every since problems,12,82,12,5.363636363636363,0,12,12
290,1,Great Phone.,amazon,12,2,6.0,1,2,2,amazon great phone,3,18,3,6.0,0,3,3
291,0,Don't buy it.,amazon,13,3,4.333333333333333,2,3,3,amazon nt buy,3,13,3,4.333333333333333,0,3,3
